taxon,h1_count,h1_entropy,h1_total_persistence,h1_mean_lifetime,h1_max_lifetime,max_betti1,composite_impact
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila,0.0,0.013605470310102952,0.01286265254020691,0.0002736734583022732,0.0,0.0,-0.11731022297323186
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri,1.0,0.03719737549646718,-0.03033357858657837,-0.0016529263168656091,0.0,1.0,0.026494396792428692
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii,2.0,0.04368874696204861,0.07853740453720093,-0.00028588132091729446,0.0,1.0,0.5786967393992747
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus,2.0,0.02500931542251461,0.0547519326210022,-0.0008144473634994903,0.0,0.0,0.15734196745236906
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii,-1.0,-0.007501924390512116,-0.04907101392745972,-7.020795704625049e-05,0.0,1.0,-0.31999901818924087
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis,0.0,-0.02961145469277726,0.14212137460708618,0.0030238590341933186,0.02498072385787964,1.0,1.2419070309022142
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_senegalensis,2.0,0.057969542643032224,0.04579561948776245,-0.0010134765442381538,0.0,0.0,0.29209217752076994
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii,0.0,-0.021992597379655976,0.020104527473449707,0.00042775590369041605,-0.012010157108306885,0.0,-0.6533310527714458
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_unclassified,0.0,0.0,0.0,0.0,0.0,0.0,-0.2497690898680922
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis,-1.0,-0.02161883811350407,-0.02215367555618286,0.0004905699256886817,0.0,0.0,-0.48159627648866804
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius,0.0,0.0,0.0,0.0,0.0,0.0,-0.2497690898680922
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus,0.0,0.0,0.0,0.0,0.0,0.0,-0.2497690898680922
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_noname|s__Clostridiaceae_bacterium_JC118,0.0,0.0,0.0,0.0,0.0,0.0,-0.2497690898680922
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae,0.0,-0.004353754829382606,-0.10777491331100464,-0.0022930832619362726,0.0,-2.0,-1.1874191435014396
