taxon,h1_count,h1_entropy,h1_total_persistence,h1_mean_lifetime,h1_max_lifetime,max_betti1,composite_impact
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii,4.0,0.09795765772620513,0.15190857648849487,0.00044043333654585765,0.010082840919494629,2.0,2.293693130332716
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus,1.0,0.047589579704746754,0.06124067306518555,0.0006834384326527762,0.0,1.0,0.6190125612255298
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii,2.0,0.03682419682773386,0.15261024236679077,0.0021744607909908106,0.011483609676361084,-1.0,1.6567822868874174
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis,4.0,0.10480073697946146,0.11379885673522949,-0.0005895590892180669,0.0,0.0,0.9341479588062955
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_senegalensis,0.0,-0.00624511151430962,-0.07389074563980103,-0.0018022133082878297,-0.008113980293273926,0.0,-1.4275081984298723
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii,1.0,0.021664798878695102,-0.001494765281677246,-0.000884947526018795,-0.00990206003189087,0.0,-0.8768139779935719
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_unclassified,1.0,0.037598222893433064,-0.016407370567321777,-0.001257762658159911,0.0,0.0,-0.278326886822056
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis,0.0,0.0014459198681269214,-0.016186773777008057,-0.00039479936041483116,0.0,0.0,-0.3779558691553151
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius,0.0,0.001163730591572154,-0.0025104880332946777,-6.123141544621402e-05,0.0,0.0,-0.26537088526210445
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus,0.0,0.0,0.0,0.0,0.0,0.0,-0.249827972448157
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_noname|s__Clostridiaceae_bacterium_JC118,1.0,0.022610023284218794,0.014088153839111328,-0.0004953745479990834,0.0,0.0,-0.08947853803061812
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae,2.0,0.04451900993584346,0.10284054279327393,0.0008983146480801216,0.0,2.0,1.0930974226494359
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_citroniae,1.0,0.016390816075524395,0.008249044418334961,-0.0006413522835184912,0.0,0.0,-0.16752037470276449
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_clostridioforme,0.0,-0.001274707550116716,0.021023571491241455,0.0005127700363717416,0.0025876760482788086,0.0,0.089539050129896
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hathewayi,0.0,0.0029574450021048193,-0.009690940380096436,-0.00023636439951454924,0.0,0.0,-0.31689861908008904
